emp_no,first_name,last_name,title,salary,from_date
30808,Tristan,Chepyzhov,Senior Engineer,45286,1990-03-05
30809,Zengping,Kermarrec,Engineer,40000,1999-10-04
30819,Sachio,Asrin,Senior Engineer,40000,1997-11-23
30824,Subbu,Bellone,Senior Staff,49016,1993-06-21
30828,Duke,Baumann,Senior Engineer,40000,1994-12-06
30829,Kagan,Schaft,Senior Engineer,52367,1999-03-08
30831,Arno,Kermarrec,Senior Staff,65636,1995-11-17
30833,Chaoyi,Cichocki,Senior Engineer,65042,1993-04-14
30834,Van,Erdi,Senior Staff,94027,1994-10-08
30846,Nidapan,Montresor,Senior Engineer,46544,1994-10-22
30851,Ortrun,Castellani,Senior Staff,73710,1993-05-11
30854,Zeljko,Poehlman,Engineer,59083,1997-08-24
30856,Chaosheng,Lampe,Senior Engineer,40000,1999-05-18
30861,Mani,Cusworth,Staff,71160,1997-04-23
30873,Remco,Matteis,Senior Staff,54705,1994-02-21
30875,Zito,Baja,Engineer,40000,1998-09-07
30879,Lenore,Plessier,Assistant Engineer,40000,1999-11-29
30893,Tooru,Rossi,Technique Leader,40000,1998-09-04
30897,Anwar,Collette,Senior Engineer,46053,1994-07-09
30899,Dannz,Keirsey,Senior Staff,50645,1997-08-23
30910,Luise,Zastre,Senior Engineer,40000,2001-06-27
30915,Tomoyuki,Sabnani,Engineer,40000,1997-05-07
30919,Leen,Cochrane,Senior Engineer,64592,1998-05-22
30923,Chandrasekaran,Ellozy,Staff,52403,1995-07-16
30926,Khoa,Salinas,Senior Engineer,40000,1990-01-07
30931,Jongsuk,Limongiello,Staff,80317,1996-11-29
30936,Rosalyn,Attimonelli,Senior Engineer,47433,1988-07-24
30948,Xinan,Lunt,Senior Engineer,50840,2002-05-27
30951,Alagu,Matzen,Senior Engineer,40000,1993-08-25
30957,Xinglin,Schnabel,Senior Engineer,72327,1992-11-19
30958,Sham,Jayawardene,Senior Engineer,40000,1996-08-20
30960,Ute,Belinskaya,Staff,71725,1996-01-27
30968,Ingemar,Karlin,Senior Staff,40000,1993-09-03
30969,Berry,Imataki,Senior Staff,77061,1996-08-17
30979,Taegyun,Zastre,Engineer,40000,1994-12-17
30981,Ipke,Ranft,Engineer,82688,1997-01-30
30988,Zhiguo,Murtha,Senior Staff,40000,2001-02-08
30989,Fumitake,Crooks,Engineer,44414,1999-08-06
30991,Jaber,Andreotta,Staff,88541,1996-08-08
30993,Sreenivas,Hofmeyr,Senior Engineer,50360,1999-12-01
30998,Zhongwei,Ebeling,Senior Engineer,40000,1997-05-14
30999,Yuuichi,Lorys,Senior Staff,40000,1985-08-10
31005,Ulises,Gustavson,Senior Engineer,60742,1997-08-12
31012,Sasan,Marletta,Engineer,56774,1999-10-10
31017,Geoffry,Kitsuregawa,Staff,80497,1997-11-17
31019,Arve,Junot,Senior Engineer,40000,1998-12-16
31022,Masali,Ritzmann,Senior Staff,49461,1990-11-08
31024,Xiadong,Ciolek,Senior Staff,63217,1996-04-12
31027,Slavian,Tempesti,Senior Engineer,46172,2000-10-22
31034,Faiza,Picaronny,Senior Engineer,58018,2002-01-27
31036,Vivian,Orlowski,Senior Engineer,40000,1996-03-19
31058,Abdulah,Frezza,Senior Engineer,41299,1988-02-15
31064,Xiaoheng,Zolotykh,Engineer,40000,1994-07-20
31066,Sadun,Papsdorf,Senior Staff,60757,1998-01-01
31070,Tru,Solares,Senior Staff,40000,1991-07-01
31071,Jacqueline,Michaeli,Senior Engineer,48421,2001-04-06
31075,Rafail,Merks,Senior Staff,67447,1998-02-04
31085,Venkatesan,Merks,Engineer,45891,1995-12-28
31088,Zongyan,Winter,Senior Engineer,61347,2000-12-11
31089,Kshitij,Cannane,Senior Staff,40000,1985-06-13
31091,Tua,Rebaine,Engineer,55994,1999-02-07
31094,Augustine,Hempstead,Engineer,44425,1995-11-18
31104,King,Gihr,Senior Staff,73276,1999-07-08
31106,Oscal,Kulisch,Senior Staff,40000,1991-03-25
31117,Navin,Plumb,Staff,68993,1994-09-02
31119,Yishay,Menhardt,Senior Engineer,42252,1992-08-24
31122,Remko,Ghemri,Senior Engineer,40000,1998-11-21
31127,Mizuhito,Puppo,Senior Staff,101146,1987-12-20
31128,Serif,Frolund,Assistant Engineer,67108,1996-02-21
31131,Conal,Zolotykh,Senior Staff,58256,1996-05-26
31132,Barna,Ghalwash,Senior Staff,61007,1999-05-18
31135,Lokesh,Hebert,Senior Staff,80525,1996-04-16
31146,Shaibal,Asmuth,Senior Staff,52850,1996-10-08
31160,Nakhoon,Demke,Senior Staff,40000,1998-02-05
31161,Lena,Jiafu,Staff,54331,1995-10-28
31167,Constantijn,Reinhard,Senior Engineer,40000,1995-11-01
31171,Sashi,Przulj,Senior Staff,70765,1994-12-05
31176,Brewster,Narahari,Senior Engineer,56850,1997-12-25
31189,Shounak,Erdmenger,Senior Staff,54937,1994-01-31
31193,Ranan,Stranks,Engineer,47837,1999-12-07
31196,Barry,Emmart,Senior Engineer,40000,1988-10-03
31212,Weicheng,Eppinger,Senior Staff,40000,1998-10-30
31213,Koldo,Lamparter,Senior Staff,71130,1993-03-14
31214,Weijing,Rebaine,Senior Engineer,49337,1999-12-02
31215,Constantine,Schaft,Senior Staff,40000,1996-07-22
31220,Radoslaw,Lund,Senior Staff,74531,1993-07-01
31222,Shmuel,Billawala,Senior Staff,40000,1995-05-19
31224,Uta,Apsitis,Senior Staff,64379,1986-07-27
31227,Aluzio,McConalogue,Senior Engineer,40000,1992-01-26
31233,Hatem,Waschkowski,Senior Engineer,46165,1992-08-13
31235,Alejandra,Suessmith,Senior Engineer,44867,2000-05-04
31244,Masasuke,Rohrbach,Senior Staff,48473,1998-09-04
31252,Tzu,Ariola,Senior Staff,55418,1996-01-07
31253,Troy,Pepe,Senior Engineer,68111,1992-08-19
31257,Nectarios,Cherinka,Senior Engineer,45626,1991-03-20
31260,Elliott,Schaaf,Staff,55673,1998-08-13
31262,Dines,Flowers,Engineer,43751,1998-08-25
31263,Yurij,Pena,Senior Engineer,52356,1998-09-03
31266,Barna,Compeau,Staff,80850,1997-12-13
31269,Tran,Flexer,Engineer,60481,1996-03-13
31274,Manton,Marquardt,Senior Staff,45277,1994-11-16
31280,Zsolt,Wynblatt,Senior Engineer,46005,1992-05-19
31286,Marsha,Magliocco,Senior Engineer,48847,1991-06-03
31289,Zhigen,Luiz,Senior Staff,59360,1992-12-14
31290,Masoud,Coullard,Assistant Engineer,40000,1997-07-27
31292,Elgin,Terlouw,Senior Engineer,40000,1991-07-18
31305,Nadjib,Luiz,Engineer,40000,1999-01-22
31313,Qunsheng,Tsukune,Senior Staff,48508,1997-01-05
31316,Becky,Kambil,Senior Engineer,41131,1998-09-25
31318,Lorien,Bednarek,Senior Staff,78626,1994-11-27
31319,Xuejia,Melichar,Technique Leader,58527,1997-02-04
31321,Gretta,Gelosh,Senior Engineer,46146,1995-03-29
31326,Tesuya,Conta,Senior Engineer,40088,1992-03-21
31328,Shigeo,Matzov,Senior Engineer,40818,2000-03-25
31333,Kerhong,Jenevein,Technique Leader,40000,1989-12-09
31340,Gennady,Marrakchi,Senior Engineer,47817,1986-05-06
31343,Heon,Denos,Senior Staff,53011,1988-09-22
31344,Saddek,Gerteisen,Senior Staff,80458,1993-04-29
31348,Ravishankar,Randi,Senior Staff,63192,1994-12-20
31361,Jouko,Danley,Staff,40000,1999-02-25
31362,Bikash,Straney,Senior Engineer,40000,1994-04-15
31363,Hidde,Merli,Senior Staff,95246,1987-01-22
31367,Paloma,Antonakopoulos,Senior Engineer,40000,1995-02-18
31369,Yishay,Birdsall,Senior Staff,40662,2002-02-04
31371,Feixiong,Hartvigsen,Senior Engineer,40000,1986-05-20
31373,Nevin,Wuwongse,Engineer,48448,1997-05-19
31378,Kwun,Bellmore,Senior Engineer,40000,1997-07-23
31380,Sastry,Coullard,Senior Engineer,49902,1993-12-26
31384,JoAnne,Peac,Senior Staff,40000,2001-10-23
31385,Barry,Daescu,Senior Staff,67392,1987-02-19
31387,Kazuyasu,Segond,Staff,51483,1999-06-20
31390,Fei,Liedekerke,Staff,40000,1998-04-03
31391,Maik,Mungall,Senior Staff,40000,1992-06-17
31394,Martial,Lieberherr,Staff,60196,1996-06-25
31395,Jayesh,Wursthorn,Staff,50280,1998-11-13
31401,Hein,Sigstam,Senior Staff,69819,2000-03-31
31402,Stabislas,Cools,Senior Engineer,40000,1993-12-19
31404,Gererd,Narlikar,Senior Engineer,40000,1997-05-25
31405,Ramzi,Haldar,Senior Staff,40000,1997-05-24
31408,Huei,Sullins,Senior Staff,98690,1997-08-18
31410,Mountaz,Iwayama,Engineer,72890,1996-09-25
31411,Moheb,Zaumen,Staff,58147,1996-02-06
31412,Karoline,Ranze,Senior Engineer,49532,2001-04-21
31414,Arunachalam,Erol,Staff,65407,1995-08-12
31421,Trygve,Mattern,Staff,40000,1998-09-20
31423,Otilia,Ranta,Senior Engineer,40000,1994-04-22
31426,Guozhong,Polajnar,Senior Engineer,40000,1996-03-29
31429,Matk,Bernini,Senior Staff,45192,1992-02-23
31430,Boutros,Rabehasaina,Senior Engineer,73741,1995-10-17
31435,Sedat,Conia,Senior Engineer,47164,1992-08-23
31436,Odinaldo,Plessier,Engineer,49255,1998-08-25
31442,Utpal,Fortenbacher,Senior Staff,57830,1998-06-12
31454,Tommaso,Lorin,Engineer,65371,2000-11-06
31456,Tamiya,Rajcani,Technique Leader,40390,1997-01-06
31473,Halsur,Deverell,Senior Staff,60634,1998-06-25
31485,Fai,Argence,Senior Engineer,40000,2000-01-27
31487,Xiping,Stentiford,Senior Engineer,40000,1998-10-17
31490,Zhensheng,Castellani,Senior Engineer,40000,1992-04-30
31493,Zhiwei,Gargeya,Staff,65891,1999-09-22
31494,Lihong,Baezner,Senior Engineer,59270,1999-01-31
31495,Akhilish,Coombs,Technique Leader,62324,1986-11-30
31501,Martial,Penn,Senior Engineer,40000,1985-04-20
31503,Kyoichi,Xiaoshan,Senior Staff,40000,2001-05-08
31510,Sreenivas,Kabayashi,Senior Engineer,40000,2001-11-11
31513,Toshiko,Menhardt,Engineer,40000,1997-11-20
31519,Selwyn,Angelov,Senior Staff,40000,1998-06-06
31531,Toshimi,Muntz,Senior Staff,52369,1995-04-11
31533,Trygve,Albarhamtoshy,Senior Staff,68960,1995-12-22
31537,Mohd,Schahn,Technique Leader,40000,1989-07-10
31539,Luise,Demian,Staff,40000,1999-06-12
31541,Luigi,Zeidenstein,Senior Engineer,51449,1996-06-08
31543,Srinidhi,Siksek,Engineer,56768,1998-05-18
31546,Isamu,Silva,Senior Engineer,81040,1992-01-19
31552,Oscar,Taubenfeld,Engineer,56338,1995-08-08
31554,Mitsuyuki,Cochrane,Staff,51589,1999-06-23
31556,Badri,Heijenga,Senior Engineer,40000,1996-05-15
31557,Denny,Kalafatis,Senior Staff,45801,1991-01-20
31558,Shuzo,Hmelo,Senior Staff,81615,1995-05-17
31563,Pradeep,Kushner,Senior Staff,64202,1987-04-16
31565,Duro,Nourani,Staff,87966,1997-06-02
31571,Jagoda,Reutenauer,Technique Leader,45695,1985-07-25
31574,Huai,Lalonde,Engineer,40000,1999-05-19
31577,Xiahua,Munro,Senior Staff,71309,2002-05-05
31587,Heather,Henseler,Senior Engineer,40000,1992-12-23
31593,Kamakshi,Merey,Senior Engineer,48653,2001-04-06
31594,Abdelkader,Birta,Senior Staff,40000,1998-09-05
31596,Susuma,Larfeldt,Engineer,40000,1998-10-02
31600,Arif,Zeidenstein,Senior Staff,40000,1998-06-10
31604,Mikhail,Niizuma,Senior Engineer,54821,2001-04-15
31624,Seongbin,Picht,Senior Staff,52661,1999-03-28
31630,Fabrizio,Businaro,Senior Engineer,40000,1991-07-27
31631,Tuval,Kavvadias,Senior Staff,58418,1987-06-06
31632,Eldridge,Shihab,Senior Engineer,43055,1995-11-11
31634,Mohua,Rubsam,Senior Engineer,40000,1995-04-05
31641,Aram,Syrzycki,Senior Engineer,47195,1992-02-29
31644,Khalid,Beidas,Engineer,40000,1998-05-23
31649,Souichi,Candan,Senior Engineer,40000,1997-11-24
31650,Neven,Savasere,Senior Staff,75830,1994-06-05
31651,Oscal,Zeilberger,Senior Staff,65403,2001-01-02
31657,Adhemar,Range,Senior Engineer,40000,1998-07-12
31658,Byong,Aloia,Senior Engineer,62574,1988-05-01
31667,Hairong,Spataro,Senior Engineer,44738,1994-08-28
31671,Mingdong,Trystram,Senior Staff,40000,1997-04-07
31674,Jixiang,Bernini,Senior Staff,47707,1996-02-07
31675,Yongmin,Zlotek,Engineer,40000,1998-11-16
31679,Basant,Koshiba,Senior Staff,58865,2000-08-15
31681,Paris,Luiz,Engineer,51299,1996-02-08
31684,Jungsoon,Deyuan,Technique Leader,40000,1994-12-10
31686,Djelloul,Cummings,Engineer,62799,1998-12-23
31697,Malu,Msuda,Senior Engineer,58839,1994-04-08
31700,Weiyi,Ranft,Senior Staff,112359,1992-12-11
31702,Florian,Isard,Senior Staff,59652,1994-04-24
31704,Alagu,Randt,Senior Engineer,45863,1997-08-18
31706,Howell,Redmiles,Senior Staff,69883,1998-10-19
31707,Anoosh,Akazan,Senior Engineer,40000,1997-05-29
31709,Jinpo,Boissier,Senior Engineer,40000,1998-10-25
31712,Jiang,Dulay,Senior Staff,70751,1995-12-13
31716,Radoslaw,Chaudhury,Senior Staff,40000,1996-08-02
31719,JoAnne,Caine,Senior Staff,70273,1997-10-03
31721,Erez,Gimbel,Engineer,40000,1998-11-21
31725,Kazunori,Trystram,Engineer,40000,1997-09-21
31727,Guadalupe,Hegner,Engineer,53945,1996-09-20
31731,Mikhail,Suri,Technique Leader,58123,1993-11-30
31733,Jaideep,Coombs,Senior Engineer,40000,1998-05-15
31738,Edwin,Unno,Senior Engineer,40000,1994-10-12
31740,Goo,Domenig,Staff,40000,1995-02-12
31741,Valeri,Kenevan,Senior Staff,40000,1994-03-24
31742,Pramod,Vendrig,Senior Staff,48750,1999-01-05
31743,Lihong,Sinitsyn,Staff,62219,1996-05-21
31745,Sergi,Rodham,Senior Engineer,40000,1998-05-01
31747,Lalit,Garnier,Senior Engineer,40000,2000-11-09
31750,Fabrizio,DuBourdieux,Staff,103725,1996-03-12
31751,Phillip,Ramsey,Senior Staff,40000,1995-02-03
31753,Lillian,Binkley,Senior Engineer,41047,1992-05-29
31755,Radhakrishnan,Murtha,Engineer,40000,1996-09-12
31757,Alair,Kobara,Technique Leader,75435,1992-01-06
31760,Mircea,Rosiles,Engineer,53952,1995-01-01
31763,Tetsurou,Fadgyas,Senior Engineer,64009,1987-05-31
31765,Ipke,Tasistro,Senior Engineer,40000,2001-06-01
31766,Rance,Masand,Senior Staff,71487,1996-10-28
31767,Panayotis,Peek,Engineer,53197,1999-08-25
31770,Weiyi,Couchot,Senior Staff,66188,1994-02-16
31774,Aron,Erie,Staff,75561,1996-04-12
31777,Pragnesh,Kumaresan,Senior Engineer,40913,1995-12-14
31783,Ugo,Thambidurai,Senior Engineer,40000,1998-05-08
31791,Saddek,Debuse,Senior Staff,70715,1998-05-23
31796,Leen,Vakili,Senior Engineer,58553,1993-10-09
31801,Sadok,Heuser,Engineer,51687,1993-12-21
31802,Murthy,Huhdanpaa,Senior Engineer,41583,1998-12-06
31804,Aris,Masand,Senior Staff,78831,1997-05-21
31810,Jasminko,Gill,Senior Engineer,40000,1994-02-06
31811,Zine,Raney,Staff,79747,1999-10-19
31814,Weijing,Brookner,Senior Engineer,44990,1998-01-08
31821,Xiaobin,Farrel,Technique Leader,50650,1998-04-02
31823,Sivanarayana,Bernini,Engineer,55457,1999-11-24
31824,Remko,Pezzoli,Senior Staff,85053,1997-06-26
31849,Chaitali,Sabnani,Engineer,68108,1998-12-15
31852,Byong,Spieker,Senior Staff,40000,1994-05-09
31858,Geoffrey,Benantar,Senior Staff,72004,2000-02-08
31861,Hidefumi,Lamma,Technique Leader,40000,1993-03-11
31864,Zhenbing,Bahl,Senior Engineer,63209,2000-02-09
31865,Ramzi,Schade,Engineer,40000,1999-03-23
31868,Dhritiman,Jervis,Senior Engineer,76175,1994-08-07
31872,Sanjay,Georgakopoulos,Senior Staff,40000,1992-03-26
31877,Masoud,Ossenbruggen,Engineer,40000,1998-10-21
31889,Elgin,Kalafatis,Senior Staff,40000,2000-02-17
31890,Dekang,Shiratori,Senior Staff,72616,1992-09-22
31896,Kotesh,Gubsky,Senior Staff,49553,1991-01-08
31898,Laurentiu,Bierman,Senior Staff,42311,2001-12-14
31910,Koldo,Vingron,Staff,40000,1996-07-27
31913,Bangqing,Luca,Senior Engineer,43601,1996-10-07
31914,Nevio,Theuretzbacher,Senior Engineer,47718,1997-02-05
31915,Kazuhide,Speckmann,Senior Engineer,64076,1988-10-03
31928,Uli,Gecseg,Senior Staff,53610,2001-10-14
31929,Chanjung,Penn,Technique Leader,40000,1992-06-29
31931,Alenka,Leppanen,Senior Staff,57226,1985-09-02
31932,Sajjan,Bernardinello,Senior Engineer,46960,1991-08-20
31933,Arun,Huhdanpaa,Senior Engineer,45733,1992-06-13
31937,Rance,Birjandi,Senior Staff,40000,1995-10-25
31941,Gian,Silva,Engineer,40000,1995-03-18
31942,Syozo,Schnabel,Senior Engineer,40000,2002-02-17
31946,Toong,Iwayama,Senior Staff,50469,1989-08-06
31952,Giap,Christianini,Senior Staff,61327,2000-02-16
31955,Fen,Nourani,Senior Engineer,60518,1992-11-18
31956,Ziyad,Gecsei,Senior Staff,59475,2002-05-13
31959,Vojin,Niizuma,Senior Engineer,62764,1990-05-19
31966,Perry,Tetzlaff,Senior Staff,40000,1996-12-22
31970,Taegyun,Zaumen,Senior Engineer,40000,1991-12-25
31975,Keung,Trogemann,Staff,40000,1998-12-16
31982,Boutros,Undy,Engineer,54264,1998-06-09
31983,Salvador,Knightly,Senior Engineer,40000,1998-12-02
31999,Stabislas,Siksek,Senior Staff,75988,1995-01-04
32001,Mari,Attimonelli,Senior Staff,69437,2002-03-14
32018,Bernardo,Waeselynck,Senior Engineer,54539,1996-01-05
32026,Lansing,Skrikant,Senior Staff,75657,1997-12-08
32027,Mong,Sidhu,Senior Staff,75407,1997-02-02
32030,Shooichi,Minakawa,Engineer,44259,1999-06-26
32032,Harjit,Kermarrec,Senior Staff,80483,1998-09-28
32037,Bader,Ozeri,Engineer,40000,2000-01-17
32043,Muzhong,Cooman,Staff,40164,1996-05-23
32047,Arfst,Lorys,Senior Engineer,46197,1993-02-05
32048,Stamatina,Unno,Senior Engineer,40000,1994-08-22
32049,Khalid,Rattan,Staff,40000,1997-04-02
32051,Gretta,Merro,Senior Staff,51838,1991-07-24
32053,Arunachalam,Tiemann,Senior Engineer,40000,2001-10-13
32054,Kersti,Bahk,Senior Engineer,47349,1997-01-12
32056,Parviz,Lieblein,Senior Staff,74149,1994-03-25
32062,Janalee,Onuegbe,Staff,86879,1996-02-29
32064,Mandell,Gammage,Senior Staff,65677,1994-06-10
32071,Ewing,Yavatkar,Engineer,40000,1998-02-18
32078,Subir,Cappello,Staff,40000,1997-06-15
32089,Jianhua,Bardell,Senior Engineer,40000,1992-11-22
32105,Serenella,Boudaillier,Engineer,40000,1999-09-27
32117,Panayotis,Swiss,Senior Staff,75835,1999-03-08
32118,Serenella,Litvinov,Senior Engineer,40000,1994-01-22
32130,Bilhanan,Hiyoshi,Engineer,40000,1998-12-02
32133,Zine,Huxford,Engineer,40000,1999-09-10
32137,Shim,Dengi,Engineer,40000,1998-08-16
32138,Anyuan,Facello,Senior Staff,61638,1998-12-06
32142,Divier,Pappas,Staff,52338,1997-03-10
32143,Takushi,Spieker,Technique Leader,71407,1995-08-14
32144,Akeel,Nittel,Engineer,51346,2000-01-11
32147,Shahaf,Basart,Senior Engineer,60777,1991-07-12
32150,Chenxi,Narwekar,Senior Staff,71626,1993-03-11
32151,Martine,Pileggi,Senior Staff,66760,2000-05-20
32158,Fun,Ranta,Senior Engineer,40000,1995-04-24
32159,Gennady,Marshall,Engineer,57045,1995-07-27
32164,Isamu,Penttonen,Staff,89304,1995-06-04
32167,Christophe,Sury,Senior Staff,60044,1985-11-25
32168,Yaghout,Swick,Technique Leader,40000,1987-12-27
32169,Sampalli,Niizuma,Senior Staff,50602,1994-11-16
32171,Zhaofang,Setia,Senior Engineer,40000,2001-06-06
32172,Duangkaew,Milicia,Staff,86570,1996-10-16
32174,Mohua,Kaltofen,Engineer,40000,1999-01-27
32176,Arie,Lorys,Assistant Engineer,71971,1994-12-02
32180,Abdelaziz,Hofman,Senior Staff,58455,1994-04-24
32186,Serap,Pesch,Senior Engineer,45214,1996-10-29
32193,Margareta,Szmurlo,Senior Staff,76023,1990-11-18
32195,Ziva,Zaumen,Senior Staff,56200,1992-04-03
32196,Xiaopeng,Sluis,Assistant Engineer,40000,1998-09-28
32197,Claude,Highland,Senior Staff,64708,1988-10-21
32199,Eishiro,Perna,Engineer,54153,1998-04-04
32200,Nalini,Sadowsky,Engineer,42770,1996-09-07
32203,Stamatina,Gulak,Senior Staff,40000,1991-11-19
32204,Garnet,Leppanen,Senior Staff,66340,1992-10-14
32213,Tzvetan,Bashian,Senior Staff,47818,1990-03-16
32221,Pranas,Snedden,Senior Staff,80099,1991-12-19
32222,Hyuncheol,Clemencon,Staff,102973,1995-04-29
32233,Kenroku,Benveniste,Senior Engineer,52122,2000-01-12
32237,Yucai,Range,Staff,67128,1999-04-28
32239,Xumin,Cummings,Senior Staff,47582,1995-06-04
32244,Mitsuyuki,Mitsuhashi,Senior Engineer,66180,1996-11-15
32246,Georg,Onuegbe,Senior Staff,52240,1997-09-08
32251,Inderjeet,Tsukuda,Staff,40000,1998-10-28
32252,Marke,Bratten,Senior Engineer,40000,1992-06-20
32253,Felicidad,Serov,Engineer,58474,1998-10-15
32254,Kien,Merel,Technique Leader,45040,1992-07-02
32260,Sachem,Baranowski,Senior Staff,57956,2001-12-03
32261,Bernt,Dehkordi,Senior Engineer,61148,2002-07-29
32262,Holgard,Kaltofen,Assistant Engineer,40000,1995-10-22
32269,Kannan,Cangellaris,Senior Staff,41545,1993-07-03
32270,Kiyokazu,Naudin,Engineer,52318,1998-09-02
32272,Yuqun,Parascandalo,Senior Engineer,55504,1996-02-09
32275,Jaideep,Hedayat,Engineer,51708,1997-11-21
32277,Tesuro,Papastamatiou,Senior Engineer,40000,1998-08-18
32279,Mokhtar,Falco,Technique Leader,53022,1996-08-17
32296,Baruch,Peris,Senior Engineer,40000,1997-06-03
32297,Chandrasekaran,Loncour,Senior Engineer,54438,1999-01-28
32303,Bodh,Merli,Senior Staff,56708,1999-04-23
32307,Hercules,Setiz,Senior Engineer,40000,2000-01-06
32310,Rosella,Krone,Senior Engineer,40000,2001-03-29
32325,Magdalena,Taubenfeld,Technique Leader,44180,1993-11-26
32333,Yoshimitsu,Mitsuhashi,Senior Engineer,40000,2001-08-12
32339,Rasikan,Strooper,Staff,70580,1996-09-01
32340,Maria,Tiemann,Senior Engineer,40821,2001-09-20
32341,Vincent,Stiles,Senior Engineer,46179,1996-09-08
32343,Aloys,Pews,Senior Engineer,55872,1994-12-03
32349,Hairong,DiGiano,Senior Staff,71859,1997-09-01
32368,Ebru,Ravishankar,Staff,48784,1999-08-08
32372,Randy,Nitsch,Senior Staff,40000,1994-12-22
32377,Teunis,Wolniewicz,Senior Engineer,54396,1994-11-19
32386,Horward,Ratnakar,Senior Staff,46045,1993-04-19
32394,Constantino,Merlo,Senior Staff,60626,1992-01-08
32398,Jessie,Dahlbom,Senior Engineer,40000,1998-02-01
32400,Jagoda,Prochazka,Technique Leader,49277,1999-06-20
32405,Vitaly,Haumacher,Senior Engineer,61565,1987-08-21
32406,Filipe,Ranze,Senior Engineer,41061,2000-01-03
32407,Gita,Nollmann,Senior Engineer,40000,1994-10-16
32413,Constantine,Baik,Engineer,54198,1999-08-09
32420,Parto,Sinitsyn,Staff,52624,1997-03-01
32426,Lijie,Oskamp,Senior Staff,40000,1999-08-23
32427,Jovan,Rajala,Engineer,54041,1997-07-16
32430,Yongdong,Hellwagner,Senior Engineer,40000,1994-09-26
32433,Remzi,Hoppenstand,Senior Staff,40000,1988-12-13
32438,Masali,Terwilliger,Senior Engineer,47342,2001-01-17
32442,Leucio,Remmele,Senior Engineer,40000,1997-10-27
32443,Bernd,Beznosov,Staff,69653,1994-11-24
32444,Ioana,Ventosa,Senior Staff,40518,1997-08-23
32445,Kristian,Angelopoulos,Senior Engineer,43142,1998-06-11
32446,Chirstian,Magalhaes,Senior Engineer,40000,1996-07-07
32449,Gal,Sabnani,Senior Engineer,43675,1991-07-28
32455,Lokesh,Brlek,Senior Engineer,53757,1996-11-27
32456,DeForest,Alameldin,Senior Staff,40000,1999-03-23
32458,Conal,Uehara,Senior Staff,40000,1985-12-15
32465,Yucel,Dymetman,Senior Engineer,40000,2002-07-09
32467,Berna,Dulay,Senior Engineer,40000,1988-12-29
32468,Rafols,Masamoto,Senior Staff,81351,1995-10-26
32474,Sariel,Eterovic,Assistant Engineer,63082,1999-08-15
32475,Kitty,Onuegbe,Senior Engineer,40215,1998-09-08
32479,Kerhong,Olano,Staff,86880,2000-01-30
32481,Dipankar,Nanard,Senior Staff,40000,1998-10-05
32483,Gay,Tsukune,Senior Staff,49352,1996-08-21
32487,Neven,Hambrick,Senior Staff,56318,1992-08-24
32488,Jeanne,Merks,Senior Engineer,40000,1996-03-27
32496,Tiina,Wursthorn,Senior Staff,48530,1999-07-26
32499,Jouko,Hellwagner,Senior Engineer,45077,1993-01-15
32505,Sailaja,Gustavson,Senior Staff,63297,1987-09-08
32508,Lijie,Roccetti,Senior Engineer,45207,2000-12-31
32512,Barun,Shiratori,Staff,42848,1998-12-16
32513,Sadok,Swan,Senior Staff,79342,1999-01-25
32517,KayLiang,Himler,Senior Staff,74846,2000-02-22
